gene_id,SRR1048058,SRR1048059,SRR1048060,SRR1048061,SRR1048062,SRR1048063
MSTRG.25097,0,0,16,4,0,0
MSTRG.25094,0,15,24,4,4,2
MSTRG.25095,91,348,613,753,479,606
ENSDARG00000107989,0,0,0,0,0,0
ENSDARG00000107988,0,0,0,0,0,0
MSTRG.31369,0,23,37,30,49,92
MSTRG.31368,7,224,517,475,353,564
MSTRG.23809,0,0,1,14,0,6
MSTRG.23808,0,1,3,36,0,7
MSTRG.23807,4,70,13,161,65,122
ENSDARG00000107980,0,0,0,0,0,0
MSTRG.31367,0,55,0,26,42,103
MSTRG.31366,0,0,14,0,0,3
MSTRG.31361,2,4,6,4,9,13
MSTRG.23802,0,13,13,33,3,6
MSTRG.23801,16,146,225,194,242,243
MSTRG.31362,36,312,367,527,319,432
ENSDARG00000084048,0,0,0,0,0,0
MSTRG.20387,0,2,4,9,0,1
ENSDARG00000105859,0,0,0,0,0,0
ENSDARG00000105858,0,0,0,0,0,0
MSTRG.31208,0,14,4,8,24,34
MSTRG.25628,0,1,0,0,0,12
ENSDARG00000105853,0,0,0,0,0,0
MSTRG.31209,0,3,3,8,24,4
ENSDARG00000105855,0,0,2,0,0,0
ENSDARG00000105857,0,0,0,0,0,0
ENSDARG00000105856,0,0,0,1,0,0
ENSDARG00000082906,0,0,0,0,0,0
MSTRG.7343,3,165,157,135,174,238
MSTRG.20389,0,0,0,8,0,0
MSTRG.20388,1,0,7,25,13,8
MSTRG.26549,0,5,12,6,21,16
MSTRG.26548,0,545,375,201,665,583
MSTRG.16493,6,24,11,0,0,3
MSTRG.26541,2,11,250,81,41,61
MSTRG.26540,0,0,24,6,11,19
MSTRG.26543,0,115,243,203,231,297
MSTRG.26542,0,10,0,0,8,20
MSTRG.26545,0,15,0,18,0,16
MSTRG.26544,0,0,0,94,3,3
MSTRG.26547,11,222,187,455,385,492
MSTRG.43255,0,16,25,11,38,43
ENSDARG00000105041,0,0,0,2,0,0
MSTRG.5570,0,3,0,0,12,2
MSTRG.5571,0,19,18,1,0,10
MSTRG.5572,179,1650,2020,3040,2248,2643
MSTRG.22040,0,0,77,67,30,10
MSTRG.22041,11,166,574,348,519,410
ENSDARG00000070515,0,0,0,0,0,3
MSTRG.5573,0,19,114,52,49,86
MSTRG.22044,0,227,1215,418,207,387
MSTRG.22045,0,0,4,7,0,7
MSTRG.17778,0,37,34,55,30,41
MSTRG.17779,15,241,123,268,161,389
MSTRG.17776,0,4,34,0,0,1
MSTRG.17777,0,8,0,46,0,60
MSTRG.17774,0,0,0,28,11,7
MSTRG.17775,0,20,29,58,97,84
MSTRG.17772,0,3,0,11,0,3
MSTRG.17773,3,0,2,11,0,0
MSTRG.17770,206,720,3174,2708,2240,1505
MSTRG.17771,0,11,2,0,14,3
ENSDARG00000084803,0,0,0,0,0,0
MSTRG.43971,0,0,0,0,0,0
MSTRG.21194,35,274,705,658,653,574
MSTRG.43973,0,0,0,0,0,0
MSTRG.28114,1,3,15,25,40,9
MSTRG.28115,0,9,14,36,29,11
MSTRG.28116,0,11,0,0,0,0
MSTRG.28117,3,2,0,6,13,18
MSTRG.28110,0,2,0,24,0,2
MSTRG.28111,0,122,119,204,197,197
MSTRG.28112,0,0,22,0,0,2
MSTRG.28113,0,14,10,29,33,40
ENSDARG00000097122,0,0,0,0,0,15
MSTRG.28118,0,19,9,7,24,4
MSTRG.28119,0,11,5,3,8,3
MSTRG.34373,0,0,0,0,8,0
MSTRG.16799,0,0,0,25,0,0
MSTRG.16798,3,0,0,16,0,2
MSTRG.16793,14,79,216,215,219,279
MSTRG.16792,0,0,0,0,0,0
MSTRG.16791,33,315,1606,673,656,1255
MSTRG.16790,0,0,0,0,16,0
MSTRG.16797,38,213,258,264,233,364
ENSDARG00000076914,0,8,3,0,7,11
MSTRG.16795,0,0,0,22,0,0
MSTRG.16794,6,107,288,164,166,238
MSTRG.27638,0,50,25,15,63,39
MSTRG.27639,0,10,20,74,55,52
ENSDARG00000102852,0,0,0,0,0,0
MSTRG.19882,0,10,11,5,32,4
ENSDARG00000102854,0,0,0,0,0,0
MSTRG.27630,179,1099,1597,1361,1588,2061
MSTRG.27631,0,0,0,0,27,0
MSTRG.27632,0,4,0,20,20,7
MSTRG.27633,0,6,0,2,0,17
MSTRG.4841,2,60,148,54,60,60
MSTRG.27635,4,270,560,400,392,446
MSTRG.27636,0,3,12,0,0,2
MSTRG.27637,0,17,23,42,32,34
ENSDARG00000100980,0,0,0,0,0,0
ENSDARG00000100983,0,0,0,0,0,0
ENSDARG00000100984,0,0,0,0,0,0
ENSDARG00000100987,0,0,0,0,0,0
MSTRG.25621,0,12,24,0,0,6
MSTRG.23397,0,3,0,20,0,0
MSTRG.23396,0,0,0,0,16,0
MSTRG.23395,0,0,0,0,0,0
ENSDARG00000103722,0,1,2,8,3,6
MSTRG.23393,0,9,0,18,38,2
MSTRG.16428,0,0,0,0,3,0
MSTRG.23391,0,9,0,7,25,15
MSTRG.23390,2,13,13,0,22,19
MSTRG.16425,0,0,0,20,4,13
MSTRG.16424,0,1,17,0,2,5
MSTRG.16427,46,1015,925,936,579,905
MSTRG.16426,0,0,2,0,4,14
MSTRG.16421,577,2357,4159,5071,5435,6727
MSTRG.16420,427,3458,3256,2921,2084,3324
MSTRG.23399,0,11,11,0,13,11
MSTRG.23398,0,117,48,8,86,148
MSTRG.8235,0,0,0,13,0,0
MSTRG.4508,43,330,408,411,574,652
MSTRG.4509,2,11,33,3,2,1
MSTRG.4506,20,186,316,437,269,441
MSTRG.4507,0,0,0,0,0,0
MSTRG.4504,20,129,147,138,113,168
MSTRG.4505,4,139,156,118,102,153
MSTRG.4502,0,0,0,0,0,0
MSTRG.4503,0,0,0,0,0,0
MSTRG.4500,0,0,11,0,0,0
MSTRG.4501,4,109,94,165,192,297
MSTRG.25777,0,0,4,18,15,7
MSTRG.25776,0,0,0,40,0,0
MSTRG.25775,21,43,81,22,21,33
MSTRG.25774,0,4,0,0,12,17
MSTRG.25773,0,20,22,0,31,35
MSTRG.25772,2,37,42,85,30,40
MSTRG.25771,10,77,231,153,234,258
MSTRG.25770,29,253,242,281,182,273
MSTRG.29643,648,5190,7458,8439,7665,10224
MSTRG.29642,0,33,24,15,66,103
MSTRG.29641,0,38,113,162,73,161
MSTRG.29640,0,0,12,6,3,7
MSTRG.29647,0,0,13,30,6,39
MSTRG.29646,0,0,52,4,0,0
MSTRG.29645,0,104,232,222,157,297
MSTRG.29644,10,168,172,202,157,244
MSTRG.23029,0,0,0,3,0,3
MSTRG.23028,3,4,6,46,20,26
MSTRG.2832,27,137,252,212,207,280
MSTRG.2833,0,3,15,3,0,3
MSTRG.2834,34,175,205,382,180,413
MSTRG.2835,0,1,0,3,6,1
MSTRG.2836,0,0,0,2,0,0
MSTRG.2837,0,0,0,0,0,0
MSTRG.23021,0,0,11,0,0,2
MSTRG.23020,0,6,6,12,8,11
MSTRG.23023,0,8,7,2,0,0
ENSDARG00000087725,0,0,0,0,0,0
MSTRG.23025,0,0,0,11,0,0
ENSDARG00000087723,0,0,0,0,0,0
MSTRG.23027,27,380,419,660,714,1038
MSTRG.23026,0,44,147,127,41,58
MSTRG.15219,6,85,12,42,62,53
MSTRG.15218,0,9,4,7,11,2
MSTRG.15217,0,14,17,40,15,28
MSTRG.15216,0,18,3,8,14,17
MSTRG.15215,0,51,26,15,14,52
MSTRG.15214,6,43,311,7,22,56
ENSDARG00000081975,0,0,0,0,0,0
MSTRG.15212,455,3090,4763,6175,3931,5305
ENSDARG00000081977,0,0,0,0,0,0
MSTRG.15210,0,64,338,45,75,74
ENSDARG00000103024,0,0,0,0,0,0
MSTRG.29792,0,0,0,0,0,0
ENSDARG00000106753,0,0,0,0,0,0
MSTRG.43188,0,0,0,54,52,11
MSTRG.43189,8,16,32,38,37,72
MSTRG.43184,0,0,0,16,0,0
MSTRG.43185,6,15,148,99,92,137
MSTRG.43186,0,0,0,0,0,0
MSTRG.43187,0,3,5,7,9,3
MSTRG.43180,78,485,607,600,740,913
MSTRG.43181,23,222,384,407,314,433
MSTRG.43182,0,0,18,0,0,0
MSTRG.43183,0,3,0,11,0,0
MSTRG.29798,0,1,22,2,0,0
ENSDARG00000106353,0,0,0,0,0,0
MSTRG.564,3,57,178,83,73,86
ENSDARG00000101768,0,0,4,0,0,3
MSTRG.19924,27,179,461,534,309,497
ENSDARG00000101761,0,0,0,0,0,0
MSTRG.20858,0,0,0,0,0,0
ENSDARG00000101764,0,0,0,0,0,0
ENSDARG00000105078,0,0,0,0,0,0
MSTRG.38815,0,0,14,0,0,2
ENSDARG00000105076,0,0,0,0,0,3
MSTRG.19927,0,7,3,3,4,8
MSTRG.24558,0,3,15,0,0,2
MSTRG.40988,0,0,0,0,0,0
MSTRG.18278,179,1256,1732,2154,1825,2098
MSTRG.18279,0,0,32,0,0,0
ENSDARG00000030094,0,0,0,0,0,8
MSTRG.18272,97,1428,1868,2815,2539,2168
MSTRG.24551,0,0,8,0,6,0
MSTRG.18270,26,664,1042,805,588,862
MSTRG.40982,0,0,8,0,0,0
MSTRG.24554,0,42,60,0,11,38
MSTRG.18277,0,0,0,0,0,0
MSTRG.40987,72,1035,2361,1227,625,807
MSTRG.18275,23,107,236,437,178,317
MSTRG.10069,0,33,12,47,34,45
MSTRG.10068,44,288,411,465,424,533
MSTRG.10067,7,165,229,442,334,336
MSTRG.10066,19,187,316,177,98,306
MSTRG.10065,0,133,11,19,0,7
MSTRG.10064,0,174,530,269,275,429
MSTRG.10063,0,15,35,0,16,13
MSTRG.10062,0,13,60,51,13,24
MSTRG.10061,0,23,61,6,65,39
MSTRG.10060,0,7,142,37,23,30
ENSDARG00000082778,0,0,0,0,0,0
MSTRG.23427,0,0,11,0,0,0
ENSDARG00000106416,0,0,0,0,0,0
MSTRG.21220,0,3,0,13,0,0
MSTRG.1028,4,49,91,45,32,55
MSTRG.1029,34,505,301,472,273,409
MSTRG.1026,16,32,16,11,52,26
MSTRG.1027,0,54,154,267,278,324
MSTRG.1024,0,0,0,0,0,2
MSTRG.1025,80,364,614,985,551,551
MSTRG.1022,0,0,29,0,0,0
MSTRG.1023,0,0,0,0,0,0
MSTRG.1020,0,0,0,0,0,2
MSTRG.1021,0,0,0,0,0,0
ENSDARG00000103325,0,0,0,0,0,0
ENSDARG00000073726,0,0,0,14,8,16
ENSDARG00000074426,0,0,0,0,0,0
ENSDARG00000103327,0,0,0,0,0,0
ENSDARG00000073720,0,0,0,0,0,0
MSTRG.6,7,69,252,274,288,252
MSTRG.14717,0,0,0,16,0,0
ENSDARG00000045632,0,0,0,0,0,0
MSTRG.8571,0,8,15,14,17,20
ENSDARG00000045633,0,0,0,0,11,0
ENSDARG00000089513,0,0,8,10,0,0
ENSDARG00000089511,0,0,0,0,0,0
ENSDARG00000089515,0,0,0,0,0,0
MSTRG.34964,13,112,137,184,139,185
MSTRG.12506,2,2,30,40,19,21
MSTRG.10689,0,9,53,49,0,18
MSTRG.10688,0,0,11,0,11,25
MSTRG.9755,0,0,11,0,0,0
MSTRG.12507,0,0,4,25,4,3
MSTRG.10683,0,0,0,0,0,0
MSTRG.10682,0,0,0,0,0,0
MSTRG.10681,0,3,16,12,6,32
MSTRG.10680,12,43,133,170,43,97
MSTRG.10687,0,0,0,0,0,0
MSTRG.10686,0,44,38,61,125,106
MSTRG.10685,0,0,0,0,0,0
MSTRG.10684,16,225,355,291,292,361
ENSDARG00000104843,0,0,0,0,0,0
ENSDARG00000104842,0,0,0,0,0,0
ENSDARG00000094045,0,6,0,0,0,0
MSTRG.12502,0,81,51,93,70,98
MSTRG.34965,0,109,115,89,49,96
ENSDARG00000094048,0,0,0,0,0,0
ENSDARG00000103328,0,0,0,0,0,0
MSTRG.23423,0,0,0,0,0,0
MSTRG.19772,0,68,103,84,67,88
MSTRG.12501,0,7,0,6,34,6
MSTRG.31561,0,27,48,3,0,40
MSTRG.19653,0,0,28,0,0,2
MSTRG.19652,3,21,184,48,58,107
MSTRG.19651,0,61,86,143,108,117
MSTRG.19650,4,44,59,56,117,72
MSTRG.12689,9,10,5,3,7,17
MSTRG.12688,0,18,80,34,7,26
MSTRG.19655,0,0,8,0,31,1
MSTRG.19654,4,51,105,107,78,132
MSTRG.12685,0,42,117,110,28,37
MSTRG.12684,0,4,0,0,20,6
MSTRG.12687,0,22,87,50,14,52
MSTRG.19658,0,4,0,2,0,0
MSTRG.12681,3,161,327,423,214,265
MSTRG.12680,0,5,15,0,24,14
MSTRG.12683,0,0,0,0,0,0
MSTRG.12682,0,0,0,0,9,8
MSTRG.23422,0,2,22,0,0,0
ENSDARG00000091272,0,0,0,0,0,0
ENSDARG00000095792,0,0,0,0,0,0
MSTRG.11553,730,4979,4895,8542,6525,6157
MSTRG.25576,0,0,20,0,0,0
ENSDARG00000095795,0,0,0,0,0,0
ENSDARG00000095798,0,0,0,0,0,11
MSTRG.20850,0,4,32,0,3,2
MSTRG.41762,0,1,19,3,0,3
MSTRG.41763,2,21,79,53,55,64
MSTRG.41760,0,0,0,0,12,0
MSTRG.41761,0,0,0,8,0,11
MSTRG.41766,0,14,14,56,0,15
MSTRG.41767,0,0,22,0,0,4
MSTRG.41764,15,129,157,144,226,225
MSTRG.41765,0,0,14,2,1,2
MSTRG.41768,0,2,49,2,4,19
MSTRG.41769,0,4,2,4,4,16
ENSDARG00000082600,0,0,0,0,0,0
MSTRG.13080,6,127,605,239,177,401
MSTRG.22552,0,134,287,210,241,315
ENSDARG00000074289,0,3,9,0,10,0
MSTRG.13083,0,8,32,12,12,56
MSTRG.13084,0,74,103,98,106,198
MSTRG.13085,0,13,0,0,25,7
MSTRG.13086,0,16,83,41,48,52
MSTRG.13087,0,0,0,0,16,6
MSTRG.13088,0,2,0,0,8,1
MSTRG.13089,0,0,16,0,0,0
MSTRG.18829,0,3,40,0,0,7
MSTRG.12357,11,0,0,0,0,0
MSTRG.35917,0,95,244,100,49,109
MSTRG.12355,4,69,124,80,37,80
MSTRG.12354,0,15,44,29,10,6
MSTRG.35912,110,891,1350,999,799,1027
MSTRG.35913,0,0,26,0,0,0
MSTRG.35910,0,0,0,16,0,0
MSTRG.35911,0,6,21,12,53,3
MSTRG.12359,0,0,0,0,0,0
MSTRG.35919,0,0,0,0,0,0
MSTRG.38577,15,208,260,294,293,406
MSTRG.38576,0,8,0,0,0,0
MSTRG.38575,0,17,12,9,6,10
MSTRG.38574,2,12,0,0,0,0
MSTRG.38573,0,0,8,32,6,14
MSTRG.38572,0,34,22,17,7,33
MSTRG.38571,24,78,155,104,214,132
MSTRG.38570,197,1111,1056,1035,1379,4507
MSTRG.22555,21,241,309,392,308,406
ENSDARG00000105912,0,0,0,0,0,0
MSTRG.38579,606,3104,4265,5507,4760,5194
MSTRG.38578,103,1094,1109,1623,1332,1937
MSTRG.7077,11,207,117,224,278,290
MSTRG.7076,18,536,341,648,780,899
MSTRG.7075,0,0,0,0,0,0
MSTRG.7074,70,1047,2415,1503,1659,1949
MSTRG.7073,0,0,0,0,11,2
MSTRG.7072,0,0,0,0,0,0
MSTRG.7071,0,0,0,0,21,2
MSTRG.7070,0,0,0,0,0,0
MSTRG.43401,17,120,286,252,128,239
MSTRG.43400,18,132,235,231,342,346
MSTRG.43403,16,45,47,105,32,77
MSTRG.43402,0,0,0,0,0,0
MSTRG.43405,150,1069,1460,1696,1652,1965
MSTRG.43404,5,176,362,499,440,513
MSTRG.7079,12,0,0,20,0,12
MSTRG.43406,0,0,0,18,0,4
ENSDARG00000092020,0,0,0,0,0,0
ENSDARG00000105916,0,0,0,0,0,0
MSTRG.5474,0,0,0,24,3,12
ENSDARG00000092026,0,0,0,0,0,0
MSTRG.34962,8,97,36,146,136,144
MSTRG.17365,0,0,0,24,0,0
MSTRG.13867,0,0,0,0,0,0
MSTRG.13864,0,0,27,0,35,3
MSTRG.12555,0,0,0,13,0,0
MSTRG.13865,55,390,843,681,694,866
ENSDARG00000108440,0,0,0,0,0,0
MSTRG.17361,0,2,2,19,3,8
ENSDARG00000108443,0,0,0,0,0,10
MSTRG.17360,75,802,2262,1917,2095,2612
ENSDARG00000108442,0,0,0,0,0,0
MSTRG.13860,0,0,0,2,0,15
MSTRG.23429,0,0,3,24,0,2
ENSDARG00000108445,0,0,0,0,0,0
MSTRG.13861,0,0,5,0,12,0
MSTRG.12554,19,184,498,512,349,437
MSTRG.33713,15,85,108,62,100,130
ENSDARG00000001771,0,3,11,0,0,10
MSTRG.19886,0,0,16,0,0,0
ENSDARG00000088395,0,0,0,0,0,0
MSTRG.23428,3,80,88,75,85,119
MSTRG.44848,6,19,34,39,12,39
MSTRG.44849,8,111,193,52,133,134
MSTRG.33545,0,2,8,0,0,0
MSTRG.33544,0,0,28,4,0,0
MSTRG.33543,26,74,250,205,131,77
MSTRG.33542,0,0,0,0,0,0
MSTRG.33541,0,4,0,55,49,3
MSTRG.33540,2,0,0,8,38,10
MSTRG.44840,0,51,109,145,108,119
MSTRG.44841,0,15,15,43,20,45
MSTRG.44842,0,3,1,11,0,0
MSTRG.44843,0,0,0,24,0,38
MSTRG.44844,116,999,1417,1916,1435,1923
MSTRG.44845,107,921,659,1060,876,1068
MSTRG.44846,0,6,15,0,8,9
MSTRG.33548,89,1018,1108,1339,1179,1108
MSTRG.3316,6,121,302,245,406,324
MSTRG.3317,0,2,8,0,0,4
MSTRG.3314,0,67,40,39,56,93
MSTRG.32499,0,3,27,0,0,0
MSTRG.3312,0,0,0,0,18,2
MSTRG.3313,0,19,32,11,14,12
MSTRG.3310,6,61,85,122,38,63
MSTRG.3311,0,9,18,3,0,5
MSTRG.32492,0,1,11,0,0,0
MSTRG.32493,0,0,0,0,11,0
MSTRG.40172,0,0,10,18,0,0
MSTRG.40173,2,17,15,7,12,25
MSTRG.40174,0,10,11,6,8,3
MSTRG.32497,0,0,0,0,8,0
MSTRG.32494,24,21,26,15,89,13
MSTRG.3319,0,0,17,10,6,0
MSTRG.34799,96,514,1527,1383,757,1276
MSTRG.34798,0,0,17,0,0,2
MSTRG.34797,0,0,8,0,0,0
MSTRG.34796,0,0,19,0,0,0
MSTRG.34795,74,960,1451,1006,1121,854
MSTRG.34794,111,556,844,740,862,913
MSTRG.34793,0,30,39,81,8,73
MSTRG.34792,0,8,23,18,0,7
MSTRG.34791,0,0,14,0,4,2
MSTRG.34790,21,127,195,277,100,233
MSTRG.42442,0,0,0,26,6,2
MSTRG.42443,92,482,706,1040,944,1059
MSTRG.42440,0,2,24,0,3,35
MSTRG.42441,35,443,693,661,634,734
MSTRG.42446,0,0,11,0,0,0
MSTRG.36329,0,6,0,15,0,3
MSTRG.42444,0,0,24,0,0,0
MSTRG.42445,0,0,26,0,0,0
MSTRG.36324,0,0,0,0,0,0
MSTRG.36325,0,1,0,37,0,2
MSTRG.42448,0,0,0,14,4,19
MSTRG.36327,0,2,0,6,1,2
MSTRG.36320,66,257,292,532,530,664
MSTRG.36321,31,271,365,379,222,421
MSTRG.36322,11,99,157,138,130,193
MSTRG.36323,6,60,95,77,151,177
MSTRG.19551,10,52,138,64,125,146
MSTRG.12550,0,0,0,33,5,20
MSTRG.30151,0,0,10,0,2,0
MSTRG.45368,13,132,496,248,215,326
MSTRG.30150,0,0,0,4,12,6
ENSDARG00000099655,0,0,0,0,0,0
ENSDARG00000099654,0,3,0,8,8,4
MSTRG.45369,0,0,8,0,4,2
MSTRG.30153,217,1243,2241,2475,1896,2798
MSTRG.4110,2,141,256,168,202,269
ENSDARG00000099659,0,0,0,0,0,0
MSTRG.9345,0,0,22,0,0,3
MSTRG.40567,786,5683,9902,10506,10928,15936
MSTRG.19552,0,0,0,0,0,0
MSTRG.9344,0,57,123,82,142,226
MSTRG.12553,0,7,24,0,0,12
MSTRG.6101,0,4,20,0,0,14
MSTRG.4115,41,311,544,336,375,554
MSTRG.1330,21,107,191,198,223,223
MSTRG.9342,0,0,0,20,0,4
MSTRG.36496,8,49,50,57,66,75
MSTRG.36497,0,16,36,25,9,36
MSTRG.36494,0,6,0,0,14,7
MSTRG.40564,0,84,93,236,195,228
MSTRG.36492,78,175,496,537,494,598
MSTRG.36493,105,562,732,708,613,784
MSTRG.36490,44,228,439,607,651,930
ENSDARG00000103496,0,0,0,0,0,0
MSTRG.40563,198,1111,2167,2076,1808,2361
MSTRG.9340,260,1107,1935,1699,1552,2138
MSTRG.36498,3,63,45,95,95,60
MSTRG.36499,0,8,0,6,6,21
MSTRG.19553,0,0,0,0,0,0
ENSDARG00000096551,0,0,0,0,0,0
MSTRG.45361,0,4,0,10,2,0
MSTRG.6106,12,51,22,0,24,51
ENSDARG00000096555,0,0,0,0,0,0
ENSDARG00000096554,0,19,12,19,0,44
MSTRG.40560,0,82,145,208,114,146
ENSDARG00000103492,0,3,12,0,3,0
MSTRG.18698,17,173,129,121,162,251
MSTRG.6007,179,1726,2548,3932,2339,3838
MSTRG.18699,55,628,872,849,874,1123
ENSDARG00000093103,0,0,0,0,0,0
ENSDARG00000093101,0,0,0,0,0,0
ENSDARG00000093100,0,0,0,0,0,0
MSTRG.1197,6,410,736,234,163,360
MSTRG.20628,0,0,5,11,2,4
MSTRG.20629,0,3,27,10,14,40
ENSDARG00000012789,0,20,44,26,60,67
MSTRG.20622,0,7,29,0,7,20
MSTRG.20623,12,305,545,604,446,601
MSTRG.20620,0,60,103,131,59,82
MSTRG.20621,0,86,148,220,158,246
MSTRG.20626,0,2,14,0,0,0
MSTRG.20627,0,10,1,0,0,0
MSTRG.20624,0,14,10,34,0,53
MSTRG.20625,72,757,978,989,956,642
MSTRG.31563,0,11,27,0,10,15
ENSDARG00000097681,0,0,0,0,0,0
ENSDARG00000097682,0,0,0,0,0,0
MSTRG.31560,0,0,3,0,0,4
MSTRG.31567,0,46,76,29,42,67
MSTRG.31566,0,0,0,0,23,8
ENSDARG00000097686,0,0,0,0,0,0
MSTRG.31564,42,409,464,465,315,598
MSTRG.833,0,191,214,176,190,159
MSTRG.832,0,0,32,0,0,0
MSTRG.31569,0,9,37,0,0,14
MSTRG.830,0,13,0,3,0,11
MSTRG.837,0,6,4,6,5,13
MSTRG.836,0,2,0,1,0,2
MSTRG.835,0,11,7,6,17,33
MSTRG.34943,0,0,0,0,0,0
ENSDARG00000096885,0,0,0,0,0,0
MSTRG.35672,0,21,12,14,31,34
MSTRG.35671,0,0,0,0,14,0
MSTRG.35670,3,63,109,107,49,12
MSTRG.35677,364,3930,3750,3691,2487,4104
MSTRG.35676,24,135,161,296,270,306
MSTRG.35675,0,3,35,0,37,0
MSTRG.35674,35,457,1034,585,627,659
MSTRG.35679,5,4,17,8,10,6
MSTRG.35678,0,11,11,13,21,6
MSTRG.26788,0,0,2,3,18,8
ENSDARG00000098839,0,0,7,0,0,13
MSTRG.2725,0,8,0,0,6,14
MSTRG.14141,217,1059,1866,1660,1936,2384
MSTRG.22887,0,0,0,0,6,8
MSTRG.34249,0,108,129,162,153,227
MSTRG.2721,0,16,0,2,0,3
MSTRG.2722,0,0,0,18,9,1
ENSDARG00000098833,0,0,0,0,0,0
MSTRG.34949,0,12,0,0,0,0
MSTRG.5004,0,0,0,11,0,0
MSTRG.5005,0,0,17,27,0,10
MSTRG.5006,33,512,770,763,512,703
MSTRG.5007,0,0,0,19,0,0
MSTRG.5000,0,0,0,0,0,0
MSTRG.5001,130,478,1147,1245,1073,1235
MSTRG.5002,0,0,0,0,0,0
MSTRG.19884,0,2,13,0,1,0
MSTRG.34248,3,41,71,62,78,65
MSTRG.5008,20,55,20,17,64,78
MSTRG.5009,0,13,0,13,15,28
ENSDARG00000095805,0,0,0,0,0,0
ENSDARG00000099520,0,0,0,0,0,4
ENSDARG00000013438,0,0,0,7,0,0
MSTRG.20992,0,0,13,0,0,0
ENSDARG00000082997,0,0,0,0,0,0
ENSDARG00000082995,0,0,0,0,0,0
ENSDARG00000045822,0,0,0,0,0,0
MSTRG.44946,30,349,378,410,413,417
ENSDARG00000106115,0,0,0,0,0,0
MSTRG.40259,11,116,92,209,163,190
ENSDARG00000106117,0,0,0,0,0,0
ENSDARG00000106111,0,0,0,0,0,0
ENSDARG00000106110,0,0,0,0,0,4
ENSDARG00000106112,0,0,0,0,0,0
ENSDARG00000106119,0,6,0,0,0,6
ENSDARG00000106118,0,3,0,0,2,3
MSTRG.21283,64,160,302,398,382,530
MSTRG.21282,34,86,100,114,211,251
MSTRG.21281,7,108,126,109,177,244
MSTRG.21280,62,211,603,871,702,1079
MSTRG.21287,0,0,44,0,2,4
MSTRG.21286,34,265,777,688,512,741
MSTRG.21285,21,160,379,326,220,293
MSTRG.21284,10,97,137,213,260,184
ENSDARG00000055856,0,4,0,0,0,6
MSTRG.21289,8,63,189,214,198,253
MSTRG.21288,127,410,839,1086,960,989
MSTRG.12455,0,42,18,63,10,11
MSTRG.28758,2,0,0,0,0,2
MSTRG.28759,0,61,40,57,51,97
MSTRG.28752,0,8,0,0,0,0
MSTRG.28753,0,0,0,11,0,0
MSTRG.28750,0,0,11,0,0,0
MSTRG.28751,0,0,0,24,0,0
MSTRG.28756,0,23,11,37,49,40
MSTRG.28757,0,19,74,31,30,89
MSTRG.28754,0,0,0,0,0,12
MSTRG.28755,0,11,0,0,0,3
MSTRG.34234,0,4,0,0,23,8
MSTRG.34235,0,11,3,7,34,27
MSTRG.34236,0,14,0,0,0,8
MSTRG.34237,0,0,0,0,7,0
MSTRG.34230,13,25,10,44,98,121
MSTRG.34231,0,44,101,36,73,43
MSTRG.34232,3,73,114,107,81,114
MSTRG.34233,14,24,31,8,22,25
MSTRG.38960,3,103,78,105,101,146
MSTRG.38961,24,154,148,194,440,536
MSTRG.38962,0,10,34,29,0,24
MSTRG.38963,0,0,0,16,0,0
MSTRG.38964,0,2,2,23,0,0
MSTRG.34239,0,0,15,0,0,4
MSTRG.38966,154,1012,1583,1867,1506,2224
MSTRG.38967,7,161,228,89,66,41
MSTRG.33958,0,4,24,5,0,5
MSTRG.33959,0,0,4,0,0,4
MSTRG.19193,64,490,768,1080,792,956
MSTRG.33950,1,3,10,42,8,15
MSTRG.33951,0,45,51,95,66,89
MSTRG.33952,0,0,0,8,18,11
MSTRG.33953,0,22,14,63,34,58
MSTRG.33954,11,16,0,15,9,19
MSTRG.33955,0,4,0,0,22,17
MSTRG.33956,0,19,5,37,52,49
MSTRG.33957,0,8,11,10,3,11
MSTRG.19196,0,3,0,24,21,24
MSTRG.42452,0,0,4,14,0,0
MSTRG.6069,0,1,6,16,15,6
MSTRG.6068,0,3,1,44,14,6
MSTRG.6067,0,2,0,344,38,23
MSTRG.6066,0,1,21,144,14,12
MSTRG.6065,0,6,6,59,40,9
MSTRG.6064,0,0,0,34,2,0
MSTRG.6063,0,0,0,19,2,2
MSTRG.6062,1,34,43,153,99,84
MSTRG.6061,3,8,13,21,51,7
MSTRG.6060,0,0,0,0,0,0
ENSDARG00000095969,0,0,0,0,0,3
MSTRG.32126,0,13,32,17,20,26
ENSDARG00000063108,0,0,0,0,0,0
MSTRG.40946,168,1524,2113,2038,1860,2722
MSTRG.45095,0,11,0,0,0,0
ENSDARG00000108429,0,0,0,5,0,0
ENSDARG00000108424,0,0,0,0,0,0
ENSDARG00000108420,0,0,0,0,0,0
MSTRG.11536,0,13,5,19,0,16
MSTRG.11537,111,788,713,2057,1063,1098
MSTRG.11534,24,340,723,804,540,879
ENSDARG00000107649,0,0,0,0,0,0
MSTRG.11532,18,21,29,172,126,45
MSTRG.11533,11,98,116,212,133,214
MSTRG.11530,0,20,25,24,47,42
ENSDARG00000067828,0,0,0,0,0,0
MSTRG.29081,6,116,55,76,74,118
MSTRG.29080,621,5337,7707,8817,8369,12981
MSTRG.29083,0,109,669,149,101,261
MSTRG.29082,7,16,5,12,86,54
MSTRG.29085,0,4,3,0,16,1
